,Subject,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,Mean_RMSE,STD_RMSE,Mean_MAE,STD_MAE
0,540,40.35241455123569,31.043328550932568,39.703604164410436,30.48694404591105,39.53606130448534,30.34261119081779,39.64199908962835,30.401147776183645,40.57456073057595,31.166140602582498,39.740196448599924,30.516499282639884,39.68170346230129,30.382209469153516,40.689632561518565,31.300143472022956,39.51378452973427,30.31190817790531,40.145424312825675,30.82697274031564,39.95793811553155,0.4434505659026153,30.677790530846487,0.37330863953767224
1,544,35.64563548067007,25.47417171357321,35.02501014911844,24.79337370858568,34.78510546947164,24.70181688635554,34.790563769444674,24.574991093694337,36.3823998211203,25.85001781261133,34.97674936413082,24.889205557534734,35.27151037659894,24.915211970074814,35.93492019596759,25.56074100463128,34.942856298105326,24.843605272532955,35.47531593393854,25.18774492340577,35.32300668585663,0.5325760080288182,25.079087994299964,0.42040489889178095
2,552,31.662183413885394,23.518000847098687,31.17917641521958,23.10588733587463,31.14790310522692,23.02626005929691,31.04371772187997,23.0,31.63737248206347,23.56035578144854,31.270553596576132,23.161372299872934,31.03566010609558,22.95129182549767,31.830801361105117,23.62346463362982,31.107347849278476,23.00211774671749,31.49838475652719,23.350275307073275,31.34131008078578,0.2906522009501105,23.229902583650993,0.25937792005957144
3,567,39.67966017504315,28.71093404161133,39.30979893314992,28.26073483842408,39.4840226903081,28.444444444444443,39.14439620013822,28.17220008853475,40.17459130633755,29.06728640991589,39.40647531296617,28.43204957945994,39.467123395655946,28.43027888446215,39.91772747538954,28.820274457724658,39.42624136523116,28.466578131916776,39.833645889409254,28.70606463036742,39.584368274362895,0.3127194042661143,28.55108455068614,0.27154525341710345
4,584,44.650140943906536,33.342031312725815,44.11657488798797,32.767563227619426,44.10278677003506,32.721798474508226,43.82683709714612,32.535527900441586,45.39288767312228,33.803693295865116,43.98544064071757,32.76073865917302,44.06677626937089,32.68606985146528,45.104784554667845,33.753512645523884,44.30692919067521,32.94179044560418,44.79198991446788,33.38057005218788,44.43451479420973,0.5244681939906825,33.069329586511444,0.4635372502635285
5,596,31.44080431261541,22.845054945054944,30.87553887949004,22.356043956043955,30.81681668304159,22.298168498168497,30.754635732643933,22.254212454212453,31.715447294175075,22.961904761904762,31.0103905545274,22.476556776556777,30.814605737213753,22.28205128205128,31.754068701835347,23.09084249084249,30.78893645546413,22.261904761904763,31.234215060990255,22.62014652014652,31.120545941199698,0.3905286265226551,22.544688644688648,0.3166823848723916
