,Subject,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,Mean_RMSE,STD_RMSE,Mean_MAE,STD_MAE
0,540,18.208075053531875,13.600568990042674,18.84790512864134,13.756756756756756,18.525941981874755,13.603129445234709,18.42817744758904,13.738833570412519,18.638516842806276,13.73968705547653,18.562010179560744,13.679374110953058,18.83299365664216,13.932859174964438,18.65956140597743,13.742816500711237,18.74212210036621,14.051209103840684,18.738228168081676,13.877951635846372,18.61835319650715,0.19628986344860833,13.772318634423897,0.14328360144655203
1,544,16.010339735709657,11.230307311903921,16.806480558618453,11.465913104909927,16.6998351222991,11.376898622394913,16.216980691053937,11.227128223242671,16.520862291396575,11.35782409042741,17.043195273242194,11.925114800423879,16.787480406852474,11.461321087954786,16.827642478828302,11.565877781702579,16.694366478845172,11.47121158601201,16.460951085289253,11.249028611797952,16.606813412213516,0.30991657057633876,11.433062522077005,0.20797721356990487
2,552,14.80502870824264,11.110004151100041,15.114548095609594,11.010792860107928,15.032937408899569,10.982150269821503,15.199093831545502,11.225819842258199,15.018184632486667,11.010377750103778,15.072028529752073,11.243254462432544,15.064273532743734,11.058530510585305,14.847949431642608,10.984640929846408,15.039080127844898,11.18430884184309,15.353047409461114,11.251141552511415,15.05461717082284,0.15669039750077407,11.10610211706102,0.11102452288696965
3,567,19.64914327376239,13.579128934885727,20.33908330324191,13.77576541612764,19.70791458702711,13.621388529538594,19.707247218421607,13.71841310909875,19.80738425165287,13.546787408365676,19.64090081710326,13.705476498490729,19.817798787227154,13.60672703751617,19.6565815642645,13.429064251832687,19.297236975648897,13.459680896938336,19.705223093448346,13.64381198792583,19.732851387179807,0.256767954429701,13.608624407072014,0.1105011353093798
4,584,21.959734902335157,15.42980054751662,22.262626979565702,15.505670707860775,21.492620446848083,14.976143918654673,21.708011853849072,15.366053969495503,21.763743696684056,15.291357059053578,21.54322809084354,15.117324990222917,21.622313537322885,15.28901055924912,21.662176765717124,15.220179898318342,21.829475647378693,15.589753617520532,21.80997500633787,15.391865467344545,21.76539069268822,0.22342965554111022,15.31771607352366,0.18183912820875733
5,596,16.065421356060455,11.315656565656566,15.79788695754063,10.946248196248197,15.713088633402231,10.980519480519481,15.557497044374275,10.976551226551226,15.631569326077264,10.898629148629148,16.14071644236176,11.462842712842713,15.917298439445986,11.076839826839826,15.899077450615296,11.063492063492063,16.1203536209911,11.257575757575758,15.785836711832562,11.006493506493506,15.862874598270157,0.20224873893319545,11.09848484848485,0.18477838667054722
