,Subject,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,Mean_RMSE,STD_RMSE,Mean_MAE,STD_MAE
0,540,34.119966575901344,26.04878044128418,34.57072651588244,26.383930206298828,33.70550995560203,25.815208435058594,34.29660983667427,26.23845100402832,33.69555250755005,25.811477661132812,33.59702200635218,25.639598846435547,34.329428243923424,26.12166404724121,33.70831482410905,25.776470184326172,33.94123878749401,25.90215301513672,33.94538172461296,26.06456184387207,33.99097509781017,0.3281474622762051,25.980229568481445,0.2311372092963342
1,544,27.305982846598837,19.838973999023438,27.5966153930576,20.0919132232666,27.03923179663845,20.002849578857422,27.634227195550675,20.157819747924805,27.78182999956986,20.235483169555664,27.26555336666808,20.1962947845459,28.19942734590046,20.35055160522461,27.655239211754704,20.273601531982422,27.105771329284632,19.99394416809082,27.4925515925024,20.443889617919922,27.50764300775257,0.34639095330036107,20.15853214263916,0.1815889931345665
2,552,27.683966073145346,20.68233871459961,28.202510381114568,20.903854370117188,28.23773629341705,21.274036407470703,28.234324199248707,21.089792251586914,27.492812448495062,20.759424209594727,28.208540208997988,21.256669998168945,27.75584886102556,20.517578125,27.451547558906515,20.685302734375,28.50323789172907,21.367218017578125,28.359553632357517,21.59593391418457,28.013007754843738,0.37922252867187817,21.01321487426758,0.3554453673135681
3,567,35.660144055001204,25.7760066986084,35.98556059434204,26.052234649658203,35.42116852515597,25.895971298217773,36.33535042392859,26.37981414794922,35.583648561128115,25.740150451660156,36.079642467545845,26.036298751831055,35.684578744273416,25.5830020904541,35.47072371986421,25.770252227783203,36.205019911565785,26.192564010620117,35.8020852275482,26.164674758911133,35.822792223035336,0.31441465801593327,25.959096908569336,0.24742247799483602
4,584,35.73368153568493,26.252910614013672,36.396909008205114,26.678844451904297,35.559992428618955,26.10678482055664,36.08103976694772,26.43155288696289,35.586360281517095,26.063026428222656,35.84138641945579,26.217985153198242,35.87605821065596,26.184263229370117,35.69019014871681,26.008831024169922,35.78211482306401,26.29947853088379,35.737276814295214,26.08831787109375,35.828500943716165,0.24913502524612752,26.233199501037596,0.20045021743772962
5,596,26.205471673020288,18.936264038085938,26.175506977465474,18.900732040405273,26.479980968456978,19.22893714904785,26.295029736951953,19.114286422729492,26.479559158389634,19.26959800720215,26.51540402088237,19.297435760498047,26.083964997301862,18.64212417602539,26.443249088629052,19.16410255432129,26.752761840850773,19.436264038085938,26.479953308986286,19.549083709716797,26.39108817709347,0.19918994146407518,19.153882789611817,0.26885890102113547
