,Subject,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,Mean_RMSE,STD_RMSE,Mean_MAE,STD_MAE
0,540,19.378721594576714,14.939118065433854,19.178297953038832,14.759601706970129,19.348065870160614,14.932005689900427,19.371152166897954,14.983214793741109,19.42821341578172,15.03271692745377,19.297019573968473,14.895590327169275,19.240722580126906,14.77724039829303,19.33385653548848,14.891607396870555,19.279674067471614,14.855192034139403,19.352079660794185,14.987197724039829,19.32078034183055,0.07325471951370957,14.905348506401136,0.08900042767263817
1,544,17.69800432584494,12.993995054750972,17.685835214093327,12.954079830448604,17.933341387197885,13.33274461321088,17.938727693289003,13.334510773578241,17.912894147996564,13.344401271635464,17.745074589886507,13.11374072765807,17.67676532902303,12.957612151183328,17.8083125070369,13.168491699046273,17.719726199172744,13.052631578947368,17.86851976485662,13.347580360296716,17.79872011583975,0.10677195105315476,13.159978806075591,0.16804316047430293
2,552,16.952795057865018,13.36654213366542,16.768637828156233,13.249481112494811,17.135627268247205,13.555002075550021,17.2397086692924,13.668327106683272,17.154572831545345,13.620174346201743,16.957128566341712,13.41884599418846,16.850156404593925,13.244499792444998,16.98322860837422,13.403902034039021,16.89928164792389,13.330012453300125,17.00992311662151,13.511000415110004,16.995105999896147,0.14532722013280486,13.436778746367787,0.14776877040637199
3,567,21.18210941759679,15.621819749892195,20.97953786563535,15.420871065114273,21.34519870009076,15.822768434670117,21.346865317996933,15.890470030185424,21.34949123976111,15.883570504527814,21.13225566306702,15.634756360500216,21.095830545582565,15.469598965071151,21.165022362986075,15.639931004743424,21.130123150500697,15.56877964639931,21.19682296973651,15.783096162138852,21.19232572329538,0.12242515556230385,15.673566192324278,0.1657173329436689
4,584,22.61065433550872,15.983965584669535,22.57884980129919,15.935862338678138,22.71426463161821,16.104419241298398,22.83713228214339,16.18928431755964,22.68601032638275,16.076261243644897,22.64212056716121,16.025029331247556,22.601840093151754,15.95776300351975,22.65719433692005,16.0226828314431,22.636394049173823,16.003519749706687,22.697729794359503,16.0872115760657,22.66621902177186,0.0740281618043439,16.03859992178334,0.07642141958476467
5,596,17.78706016686033,13.062049062049063,17.659181212521748,12.913059163059163,18.037179015572995,13.351370851370852,18.122389347737666,13.397186147186147,18.042748260471985,13.363275613275613,17.865902613371546,13.141414141414142,17.735531061940662,13.005050505050505,17.884187312935296,13.168831168831169,17.792778663912294,13.069264069264069,17.972963501532433,13.31096681096681,17.889992115685693,0.15043731765826912,13.178246753246754,0.1689518426078951
