,Subject,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,RMSE_1,MAE_1,RMSE_2,MAE_2,Mean_RMSE,STD_RMSE,Mean_MAE,STD_MAE
0,540,18.508642703783767,13.686771392822266,18.70284190079186,13.693314552307129,18.434142967687023,13.549644470214844,18.582628633055727,13.687339782714844,18.59197240715146,13.669416427612305,18.192216923503217,13.487624168395996,18.76588601114275,13.95988655090332,18.429968171612252,13.659174919128418,18.633013134401985,13.738265037536621,18.89641563698738,14.004836082458496,18.57377284901174,0.19764920248132373,13.713627338409424,0.16012686628647949
1,544,16.5681962492338,11.437654495239258,17.12423726631715,11.726951599121094,17.040552576982538,11.64358901977539,16.192533792917203,11.248675346374512,17.605884331266562,12.176262855529785,16.69790976229323,11.574708938598633,16.820871304001503,11.822677612304688,16.6329143300664,11.688096046447754,16.597165778084957,11.362062454223633,16.456314980407218,11.369833946228027,16.773658037157055,0.3980913975780269,11.605051231384277,0.2722747945675332
2,552,15.002310511341609,11.079285621643066,15.0903326553273,11.058945655822754,14.980560421818598,10.990867614746094,15.08946606358172,11.136570930480957,14.976236975628936,11.059776306152344,14.684774202683167,10.990036964416504,15.442766410971453,11.57492733001709,15.15052445010671,11.272727012634277,15.350316524659242,11.254462242126465,15.245235011365283,11.168534278869629,15.101252322748403,0.2148696348509372,11.158613395690917,0.1759616402719993
3,567,19.573834045685757,13.522208213806152,20.09355028210428,13.701595306396484,19.794884007271378,13.419146537780762,19.834165838811682,13.759810447692871,20.219718237780526,13.830530166625977,19.61843898462259,13.597240447998047,20.072475342055395,13.996981620788574,20.089525885221104,13.939197540283203,19.903421293818276,13.680465698242188,20.02088143312814,13.736955642700195,19.922089535049913,0.21502923895191645,13.718413162231446,0.1780875192033329
4,584,21.724390847958055,15.153696060180664,21.941820376744325,15.155651092529297,21.40571252746784,14.995306968688965,21.744327901741123,15.21001148223877,21.704083964594947,15.118888854980469,21.730168564235257,15.196715354919434,21.486050360813685,15.118497848510742,21.63479868545479,15.093859672546387,21.764714317138203,15.360969543457031,21.47461710223258,15.235823631286621,21.66106846483808,0.16276203391054966,15.163942050933837,0.0970688721134087
5,596,15.780922703134461,11.034631729125977,16.129347577366058,11.234487533569336,15.808239509868491,10.981962203979492,15.778499431553161,11.040404319763184,16.614583129245034,11.721139907836914,15.993031414744605,11.21861457824707,15.996290730624768,11.453463554382324,15.863277883371964,11.227993965148926,15.6560360709249,10.959957122802734,16.021596638222128,11.151154518127441,15.964182508905557,0.2693565579017337,11.20238094329834,0.2353384874927465
